id,Количество.комнат,Студия,Общая.площадь,Этаж,Этажей.в.доме,Парковка,Без.ремонта,Дизайнерский,Евроремонт,Косметический,Балкон,Лоджия,Совмещенный.санузел,Раздельный.санузел,Лифт,Грузовой.лифт,Мусоропровод,Год.постройки,Аварийный,Железобетонные.перекрытия,Смешанные.перекрытия,Деревянные.перекрытия,Иные.перекрытия,Панельные.стены,Блочные.стены,Деревянные.стены,Кирпичные.стены,Монолитные.стены,Смешанные.стены,Школа.1000,ВУЗ.1000,ТЦ.1000,Стоматология.1000,Почта.1000,Поликлиника.1000,Парк.1000,Остановка.1000,Одежда..1000,Супер3кет.1000,Кинотеатр.1000,Кафе.1000,АЗС.1000,Детский.сад.1000,Бар.1000,Банк.1000,Аптека.1000,Цена
628,4,0,82.0,2,10,0,0,1,0,0,1,0,1,0,1,0,1,1994,0,1,0,0,0,1,0,0,0,0,0,6,2,4,9,2,0,1,11,6,11,0,10,4,16,6,7,20,4400000.0
726,3,0,58.0,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,8,1,3,6,2,3,0,9,5,5,0,2,4,12,1,5,9,2500000.0
1059,3,0,65.0,5,9,1,0,0,0,1,1,0,0,1,1,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,12,0,1,7,3,1,1,12,5,3,0,5,3,22,4,7,18,3400000.0
963,1,0,26.7,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2004,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,2,0,0,3,3,1,1,1,1365000.0
102,2,0,54.0,6,10,1,0,0,1,0,0,1,0,1,0,1,1,2006,0,1,0,0,0,0,0,0,1,0,0,5,0,1,3,3,1,1,8,3,4,0,5,1,13,2,5,12,3500000.0
10,4,0,78.2,5,9,0,0,0,0,1,1,1,0,1,1,0,1,1981,0,1,0,0,0,1,0,0,0,0,0,4,0,4,22,4,0,1,12,15,9,0,6,2,36,11,6,20,3800000.0
789,4,0,77.5,5,9,0,0,0,0,1,1,1,0,1,1,0,1,1983,0,1,0,0,0,0,0,0,1,0,0,3,0,2,3,1,2,1,4,2,2,0,3,5,5,2,1,5,4700000.0
997,2,0,46.0,4,5,0,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,5,28,5,21,5,7,3,19,75,9,1,46,5,17,34,31,23,2500000.0
606,3,0,70.0,10,11,1,0,0,0,1,2,0,0,1,0,1,1,2009,0,1,0,0,0,1,0,0,0,0,0,5,0,4,24,5,0,1,14,15,11,0,8,2,37,13,6,25,3900000.0
1483,2,0,46.0,3,5,0,1,0,0,0,1,0,0,1,0,0,0,1973,0,1,0,0,0,1,0,0,0,0,0,5,0,1,6,1,3,0,6,3,5,0,7,2,11,2,8,9,2330000.0
1014,3,0,70.0,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1957,0,0,0,1,0,0,0,0,1,0,0,5,43,9,15,5,6,3,21,78,7,2,63,3,15,46,37,19,3500000.0
1614,3,0,65.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,1957,0,0,0,1,0,0,0,0,1,0,0,6,0,3,4,2,1,1,11,5,2,0,4,2,6,0,5,14,2400000.0
1358,2,0,52.0,4,9,0,0,0,0,1,0,1,0,0,1,0,1,1977,0,1,0,0,0,1,0,0,0,0,0,2,0,3,2,1,0,1,8,4,1,0,4,5,5,2,3,10,2600000.0
1548,2,0,60.0,9,10,0,1,0,0,0,1,0,1,0,1,0,1,2008,0,1,0,0,0,0,0,0,0,1,0,2,1,3,25,2,1,3,11,59,7,1,21,2,19,13,20,22,3500000.0
273,2,0,48.8,4,10,0,0,0,0,1,1,0,0,1,1,1,1,2008,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,1,0,5,2,3,0,0,1,13,0,1,7,3050000.0
40,2,0,54.1,8,10,0,0,0,0,1,1,0,0,1,1,0,1,2002,0,1,0,0,0,1,0,0,0,0,0,5,4,4,13,4,2,2,22,45,7,1,18,2,13,5,11,15,3450000.0
908,3,0,63.0,10,14,0,0,0,0,1,1,0,0,1,1,1,1,1980,0,1,0,0,0,1,0,0,0,0,0,7,4,1,7,2,4,1,13,11,4,1,12,4,16,2,14,12,3500000.0
1591,2,0,49.0,4,9,0,1,0,0,0,1,0,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,8,4,2,18,3,3,3,17,22,10,1,15,2,30,10,17,30,2800000.0
1190,2,0,54.0,1,10,0,0,0,0,1,1,0,0,1,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,7,0,1,5,4,2,1,9,5,4,0,6,1,15,3,7,20,3100000.0
1319,2,0,65.0,5,25,0,0,0,1,0,2,0,0,1,1,0,1,2010,0,1,0,0,0,0,0,0,1,0,0,2,1,7,23,1,2,1,14,27,5,0,22,6,18,11,9,23,4200000.0
1143,4,0,80.5,6,9,0,0,0,1,0,1,0,1,0,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,7,6,1,16,4,2,1,24,18,10,0,11,2,24,5,14,27,4950000.0
953,1,0,32.5,1,5,0,0,0,0,1,1,0,0,1,0,0,1,1985,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,0,2,0,0,4,5,2,1,1,1700000.0
895,1,0,30.5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1944,0,0,0,1,0,0,1,0,0,0,0,5,5,2,6,4,2,1,10,2,3,0,4,3,12,2,6,8,1700000.0
268,4,0,85.0,7,9,0,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,5,8,1,7,3,3,1,3,5,3,0,7,3,12,6,13,16,4200000.0
923,4,0,74.0,1,5,1,0,0,0,1,0,1,0,1,0,0,1,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4,3400000.0
1066,3,0,62.1,3,5,1,0,0,0,1,1,0,0,1,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,4,0,0,6,1,1,0,9,1,2,0,2,1,10,1,5,10,2750000.0
504,3,0,66.7,10,10,0,0,0,1,0,1,1,0,1,1,0,1,1999,0,1,0,0,0,1,0,0,0,0,0,6,0,0,5,2,2,0,8,2,5,0,6,4,11,3,8,8,3800000.0
1464,2,0,54.0,2,10,0,1,0,0,0,1,0,0,1,1,0,1,1993,0,1,0,0,0,1,0,0,0,0,0,4,10,3,13,2,1,1,9,15,6,0,18,4,10,8,10,10,3500000.0
1499,1,0,45.17,4,16,1,1,0,0,0,1,1,0,1,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,2,1,4,0,4,0,3,1,9,2,1,6,2830000.0
1576,1,1,33.0,13,18,0,1,0,0,0,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,2,2,3,9,1,0,1,6,2,9,0,10,3,18,5,2,13,1650000.0
1344,1,0,30.5,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1948,0,0,0,1,0,0,1,0,0,0,0,4,1,2,5,3,3,1,7,2,4,0,5,2,12,2,5,13,1300000.0
1364,1,0,31.4,4,5,1,0,0,0,1,1,0,1,0,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,3,0,3,3,2,0,2,9,4,2,0,6,4,5,1,5,14,1420000.0
79,4,0,60.0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1948,0,0,0,1,0,0,0,0,1,0,0,10,6,2,8,4,5,2,11,9,5,0,8,4,18,3,11,27,2700000.0
536,2,0,49.1,4,9,0,0,0,0,1,0,1,1,0,1,0,1,1968,0,1,0,0,0,1,0,0,0,0,0,8,2,3,7,3,3,0,13,5,12,0,8,3,18,1,6,16,2660000.0
678,1,0,39.0,4,10,0,0,0,0,1,1,0,0,1,1,0,0,2006,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,2,1,3,0,2,3,8,0,3,6,1750000.0
541,2,0,47.4,7,11,0,0,0,0,1,1,0,0,1,1,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,8,2,2,8,2,2,0,17,9,2,0,5,3,15,1,7,12,2970000.0
433,1,0,26.0,15,18,0,0,0,0,1,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2,1200000.0
1353,3,0,65.0,7,9,0,0,1,0,0,0,1,0,1,1,0,1,1977,0,1,0,0,0,1,0,0,0,0,0,10,0,1,6,3,1,1,11,3,4,0,4,3,16,4,7,20,3150000.0
216,1,1,32.0,4,5,0,0,0,1,0,1,1,1,0,0,0,0,1961,0,1,0,0,0,1,0,0,0,0,0,6,11,2,16,3,3,2,7,22,6,0,9,4,17,2,12,13,1800000.0
360,2,0,48.7,8,9,0,0,0,0,1,0,0,0,1,0,0,1,1989,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,1,1,0,6,3,0,0,3,0,8,0,4,6,1890000.0
181,1,0,17.1,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,2,3,0,6,1,3,0,2,2,6,3,2,9,900000.0
1054,3,0,63.0,5,5,0,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,6,18,5,22,4,5,1,18,55,10,0,29,4,14,16,23,21,3400000.0
1220,1,0,38.0,8,10,0,0,0,0,1,0,1,0,1,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,2,1,0,0,0,0,1,0,0,2,2350000.0
511,3,0,94.0,2,5,0,0,0,0,1,0,0,1,0,0,0,0,1937,0,1,0,0,0,0,0,0,0,0,1,5,43,10,15,5,6,3,21,86,6,2,65,2,12,50,36,18,5500000.0
793,1,0,14.0,2,5,0,0,0,0,1,0,0,0,1,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,4,0,2,3,1,2,1,5,9,2,0,4,5,5,2,2,5,750000.0
1601,2,0,92.0,8,8,0,1,0,0,0,2,0,1,0,1,1,0,2018,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,0,0,0,4,52,1,1,10,0,5,5,0,4,5700000.0
672,2,0,50.0,12,15,0,0,0,0,1,1,0,0,1,1,1,1,2015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,2,1,3,0,2,2,9,0,3,6,2700000.0
424,1,0,40.7,7,15,0,0,0,0,1,0,1,0,1,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,2,2150000.0
1064,2,0,47.7,5,5,1,0,0,0,1,1,0,0,0,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,4,0,0,7,2,1,0,9,1,2,0,2,0,10,1,6,10,2500000.0
182,2,0,46.0,4,5,0,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,2,3,0,8,1,4,0,2,3,8,3,2,9,2250000.0
1078,1,0,32.0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1956,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,1,3,0,5,5,4,1,2,6,4,1,1,6,1170000.0
1168,2,0,35.5,2,9,0,0,0,0,1,0,0,0,0,1,0,1,1982,0,1,0,0,0,0,0,0,1,0,0,4,3,3,9,4,1,2,11,12,5,0,9,3,12,2,11,16,2000000.0
683,2,0,52.0,3,14,1,0,0,0,1,1,0,1,0,1,1,0,2016,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,2,1,3,0,2,1,8,0,3,6,2950000.0
209,3,0,70.0,2,9,0,0,0,0,1,1,0,1,0,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,4,0,2,6,3,4,1,8,4,8,0,2,0,13,4,4,14,3500000.0
408,1,0,38.0,14,17,1,0,0,0,1,1,0,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,5,1,0,3,1900000.0
1156,1,0,34.0,5,5,0,0,0,0,1,0,0,1,0,0,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,3,3,3,9,2,4,1,10,15,4,1,23,4,11,2,12,14,1890000.0
1053,2,0,42.0,4,9,0,0,0,1,0,0,1,1,0,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,4,7,1,9,2,3,0,9,13,6,1,11,4,13,7,3,12,2600000.0
51,2,0,52.31,1,9,0,0,0,0,1,0,0,0,1,1,0,1,1984,0,1,0,0,0,1,0,0,0,0,0,3,8,0,4,2,1,0,10,3,3,0,4,2,12,3,2,9,2800000.0
1178,1,0,34.0,9,9,0,0,0,0,1,1,0,0,1,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,4,3,0,6,1,1,2,10,3,3,0,7,2,13,2,6,14,1950000.0
364,2,0,41.9,4,5,0,0,0,0,1,1,0,1,0,0,0,0,1961,0,0,1,0,0,0,0,0,1,0,0,8,6,1,7,4,5,1,10,14,6,0,6,4,20,5,11,32,2100000.0
1243,2,0,48.0,3,5,0,0,0,1,0,1,0,0,1,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,7,6,2,4,3,3,1,10,6,2,0,7,5,17,3,9,19,2380000.0
210,1,0,38.2,2,9,0,0,0,0,1,2,0,0,0,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,4,0,2,6,3,4,1,8,4,8,0,2,0,13,4,4,14,2100000.0
22,3,0,64.6,1,10,0,0,0,0,1,2,0,0,0,1,0,1,1995,0,1,0,0,0,1,0,0,0,0,0,2,1,2,18,1,1,0,11,58,9,1,13,0,21,7,12,23,3200000.0
29,3,0,96.0,4,12,1,0,0,0,1,1,0,0,1,1,1,1,2012,0,1,0,0,0,0,0,0,1,0,0,1,0,3,13,1,2,0,12,9,5,0,11,3,14,4,2,18,5700000.0
353,2,0,57.0,7,10,1,0,0,0,1,0,1,0,1,1,0,1,2014,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,0,1,1,3,0,3,1,9,0,3,6,2800000.0
379,3,0,86.0,7,15,0,0,0,1,0,0,1,0,1,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,1,2,2,7,0,1,1,4,1,8,0,6,0,11,5,1,12,5250000.0
1071,1,0,24.0,7,17,1,0,0,0,1,1,0,1,0,1,1,1,2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,2,1500000.0
976,3,0,63.0,5,5,0,0,0,0,1,1,1,0,1,0,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,3,1,0,10,3,3,0,14,3,3,0,7,2,17,4,5,16,3170000.0
875,1,0,50.0,10,16,1,0,0,0,1,1,0,1,0,1,0,1,2012,0,1,0,0,0,0,0,0,1,0,0,2,18,0,2,2,1,0,3,0,4,0,3,1,8,1,1,4,2990000.0
362,2,0,45.5,5,5,0,0,0,1,0,0,0,1,0,0,0,0,1962,0,1,0,0,0,1,0,0,0,0,0,9,4,2,10,4,5,0,11,8,6,0,11,4,20,4,15,31,2350000.0
352,1,0,40.6,4,10,0,0,0,0,1,1,0,0,1,1,0,1,2015,0,1,0,0,0,1,0,0,0,0,0,2,0,0,4,1,1,0,1,1,3,0,3,1,10,0,3,6,2050000.0
490,3,0,74.0,5,9,0,0,0,0,1,1,0,1,0,0,0,0,1978,0,1,0,0,0,1,0,0,0,0,0,8,0,2,10,4,7,0,12,3,13,0,10,2,23,4,11,17,3750000.0
1135,2,0,52.0,1,10,0,0,0,0,1,1,0,0,1,1,0,1,2010,0,1,0,0,0,1,0,0,0,0,0,4,2,1,10,4,0,0,17,17,8,0,13,3,17,4,10,21,3100000.0
873,1,0,32.0,4,5,0,0,0,0,1,0,0,1,0,0,0,0,1961,0,1,0,0,0,0,0,0,1,0,0,2,19,0,3,1,1,1,4,0,4,0,4,1,12,1,1,5,1900000.0
1248,2,0,47.0,5,5,0,0,0,0,1,0,0,1,0,0,0,0,1966,0,0,1,0,0,0,0,0,1,0,0,9,4,2,10,3,4,0,10,7,7,0,10,4,19,4,15,32,2350000.0
615,2,0,48.0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,4,0,0,5,2,1,0,8,1,3,0,0,3,11,0,3,8,2350000.0
734,4,0,78.0,7,9,0,0,0,0,1,1,1,0,1,1,0,1,1980,0,1,0,0,0,1,0,0,0,0,0,2,2,3,10,1,1,1,9,3,9,0,8,3,18,5,2,14,4200000.0
526,1,0,42.0,5,10,0,0,0,0,1,1,0,0,1,1,0,0,2006,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,1,3,0,0,0,0,0,2,2,0,4,2200000.0
202,2,0,40.0,9,9,0,0,0,0,1,1,0,1,0,1,0,1,1979,0,1,0,0,0,1,0,0,0,0,0,4,0,3,5,2,2,1,13,4,7,0,2,2,13,5,3,17,2200000.0
1438,3,0,67.8,10,10,0,0,0,0,1,2,0,0,0,1,0,1,1992,0,1,0,0,0,1,0,0,0,0,0,5,0,2,4,2,3,0,10,5,1,0,3,3,9,0,4,10,2750000.0
1193,1,0,31.7,5,9,0,0,0,0,1,1,0,0,1,1,0,1,1992,0,1,0,0,0,1,0,0,0,0,0,6,0,1,4,4,1,1,10,3,5,0,5,1,14,2,5,17,1950000.0
1373,2,0,49.0,2,5,0,0,0,0,1,1,0,0,1,0,0,0,1979,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3,2,1,1,11,5,2,0,6,3,4,1,5,13,3000000.0
1471,2,0,44.4,4,5,0,1,0,0,0,1,0,0,1,0,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,4,0,2,7,3,3,1,10,4,6,0,3,0,13,3,5,13,2250000.0
36,3,0,65.5,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1957,0,0,1,0,0,0,0,0,1,0,0,6,8,2,11,3,5,0,9,9,6,0,10,4,19,6,13,29,3500000.0
104,1,0,32.0,4,10,1,0,0,0,1,0,1,0,1,1,1,1,2011,0,1,0,0,0,1,0,0,0,0,0,5,1,2,2,0,2,0,2,0,2,0,0,1,6,1,1,3,1950000.0
750,1,0,36.0,4,5,0,0,0,0,1,1,0,0,1,0,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,4,1,0,4,1,4,0,12,1,7,0,4,1,9,1,0,10,1890000.0
1608,4,0,60.0,3,5,0,1,0,0,0,1,0,0,1,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,1,0,2,6,0,3,0,4,3,8,2,2,8,2200000.0
951,2,0,54.0,3,5,0,0,0,0,1,0,1,0,1,0,0,1,1987,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,2,0,0,1,3,0,1,1,2280000.0
1579,4,0,76.3,2,9,1,1,0,0,0,0,0,0,2,0,0,0,1981,0,1,0,0,0,1,0,0,0,0,0,6,2,1,9,2,0,0,14,15,9,0,10,2,19,3,11,22,3600000.0
848,1,0,40.8,1,9,0,0,0,0,1,0,1,0,1,1,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,6,40,9,17,4,9,0,18,45,5,1,60,4,10,38,33,18,2500000.0
804,2,0,52.5,3,5,0,0,0,0,1,1,0,0,1,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,5,2,5,10,3,1,2,12,46,5,1,18,2,9,2,13,20,2880000.0
782,1,0,25.0,13,14,0,0,0,0,1,0,1,1,0,1,1,1,2014,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,2,4,1,1,0,2,4,3,1,1,3,1400000.0
151,3,0,60.0,2,5,0,0,0,0,1,0,1,1,0,0,0,0,1987,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,2,3,0,8,1,4,0,2,3,7,3,2,10,2970000.0
1488,1,0,41.0,1,10,0,1,0,0,0,1,0,0,1,1,0,1,2007,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,2,1,1,0,0,1,6,0,0,3,1950000.0
755,2,0,48.0,2,5,0,0,0,0,1,1,1,0,0,0,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,4,3,3,10,2,3,1,10,6,14,0,11,4,22,5,4,22,2500000.0
405,3,0,65.0,9,9,0,0,0,0,1,1,0,0,1,1,0,1,1981,0,1,0,0,0,0,0,0,1,0,0,5,4,5,16,3,3,3,28,59,10,1,24,2,22,8,18,26,4050000.0
598,2,0,48.0,4,9,0,0,0,0,1,0,0,0,0,1,0,1,2000,0,1,0,0,0,1,0,0,0,0,0,3,0,1,20,3,4,1,12,13,9,0,5,0,27,8,12,35,2500000.0
1538,3,0,63.3,5,9,0,1,0,0,0,1,0,0,1,1,0,0,1970,0,1,0,0,0,0,0,0,1,0,0,14,12,1,9,4,1,1,10,6,6,0,6,1,25,5,10,21,3000000.0
212,1,0,41.0,4,5,1,0,0,0,1,1,0,1,0,0,0,0,1962,0,1,0,0,0,0,0,0,1,0,0,8,14,1,9,3,2,3,4,22,5,0,10,0,15,3,13,17,2250000.0
719,1,0,28.0,2,9,0,0,0,0,1,1,0,0,1,1,0,0,1988,0,1,0,0,0,1,0,0,0,0,0,3,0,0,4,2,2,0,4,2,3,0,4,2,13,0,5,10,1450000.0
278,3,0,65.4,12,16,1,0,0,0,1,0,1,0,1,1,1,1,2016,0,1,0,0,0,1,0,0,0,0,0,1,0,2,15,1,4,0,9,8,6,0,7,2,18,6,3,22,4150000.0
133,2,0,46.0,1,6,0,0,0,0,1,0,0,0,1,1,0,0,1980,0,1,0,0,0,1,0,0,0,0,0,5,1,4,12,3,3,1,13,5,11,0,8,4,27,3,7,16,2400000.0
675,1,0,40.0,7,15,0,0,0,0,1,1,0,1,0,1,0,1,2015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,2,1,3,0,2,2,8,0,3,6,1950000.0
739,2,0,64.0,4,10,1,0,0,0,1,1,2,0,1,0,1,1,2011,0,1,0,0,0,1,0,0,0,0,0,4,2,3,10,2,0,1,10,3,8,0,9,4,17,6,6,15,3450000.0
437,2,0,66.0,15,18,1,0,0,0,1,1,0,0,1,1,1,1,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,1,0,3,3250000.0
307,2,0,54.0,2,10,0,0,1,0,0,0,0,0,1,1,0,1,1994,0,1,0,0,0,1,0,0,0,0,0,4,0,3,28,6,4,1,11,14,11,0,9,2,40,12,11,29,3050000.0
1294,3,0,64.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,7,0,0,7,3,3,0,7,0,6,0,5,1,15,3,7,8,3050000.0
1382,2,0,45.0,3,5,0,0,0,0,1,1,0,0,1,0,0,0,1968,0,1,0,0,0,1,0,0,0,0,0,3,0,1,6,1,2,1,6,4,4,0,1,0,10,1,3,8,2390000.0
315,2,0,51.3,5,5,0,0,0,0,1,1,0,0,1,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,8,0,1,9,2,4,0,10,3,7,0,9,2,18,2,11,11,3150000.0
926,4,0,85.0,5,5,0,0,0,0,1,0,1,0,1,0,0,1,1990,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,1,2,0,7,0,0,0,2,1,4,0,1,4,3290000.0
1555,2,0,46.0,5,5,0,1,0,0,0,1,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,7,4,1,7,3,4,1,13,11,4,1,12,4,14,2,15,12,2200000.0
1338,2,0,50.4,1,9,0,0,0,0,1,0,1,0,1,1,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,5,0,3,3,1,1,2,6,4,1,0,3,1,7,1,3,11,2400000.0
668,1,0,42.0,3,10,0,0,0,0,1,0,1,0,1,1,0,1,2009,0,1,0,0,0,0,0,0,0,1,0,3,0,0,4,1,1,0,3,1,3,0,3,2,12,0,3,8,2150000.0
818,1,0,31.6,1,5,0,0,0,0,1,0,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,2,1,1,4,1,0,1,5,10,2,0,5,8,5,1,0,3,1500000.0
637,1,0,18.0,5,5,0,0,0,0,1,0,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,4,3,3,8,2,2,1,9,14,4,1,15,6,8,1,7,11,900000.0
935,2,0,46.0,6,9,0,0,0,1,0,1,0,1,0,1,0,0,1975,0,1,0,0,0,0,0,0,1,0,0,6,2,2,8,2,2,1,13,10,6,0,5,2,17,2,10,14,2670000.0
